X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area,fire
7,3,apr,sun,91.37399470761808,208.35738568458467,278.18739352443214,36.791296097840856,25.585580211921506,80.07344548831453,7.3914783723161905,2.249050689655042,1083.5424278420307,1
6,7,mar,wed,22.880535140585625,281.4405104429132,373.5173660870131,14.16106286448947,29.49466630213284,54.952940165396036,5.83512744394141,4.851349999226135,361.68103442630087,1
7,7,feb,fri,22.38561842254796,214.15931734588773,568.9519047774652,26.146505512177143,12.777761689026784,77.11417913810274,5.555387096801844,0.5294750525427592,251.9577387078137,1
6,9,jun,fri,85.27310764645325,161.56053778289018,543.4938375266682,1.0119107924727428,16.05576221535884,17.55552782492185,8.266223451158824,1.7928573196699698,1015.9854225124445,1
8,7,jul,wed,79.91759717845423,87.00144371912312,570.5701847297485,43.05911432935161,29.273590871403115,86.6542529268325,8.719867272482299,5.902101999472712,772.6148031492805,1
7,7,feb,mon,19.651041764757835,118.30438509825461,574.6263268490693,2.440517252682101,15.647769860376528,59.19404592976954,3.8322124178470443,6.24133336782485,286.5302334089454,1
2,2,mar,fri,31.661603829097107,24.660903323137383,320.86870681038255,35.13747435690644,14.231808685410774,85.66019369487073,6.908984947219313,4.159321769734555,974.8480226682211,1
5,7,jul,wed,35.518739620988335,9.468581667947339,322.7956779486171,50.33770970969457,26.21485768233039,25.305564213449493,8.314436779398607,0.24513336594257595,125.67330666159975,1
3,7,aug,mon,79.75436296010582,244.3383948202573,711.8971730757073,20.84378166712782,30.59319889186485,94.44734341495268,9.38679388695251,0.3423879750660422,652.8914179348377,1
4,9,sep,fri,61.22202364159033,175.80538195206574,756.5156352910576,46.489358218898786,26.17389143962582,81.42930688786149,8.694706793243384,4.3001455327483145,791.8774097717454,1
2,3,nov,thu,86.82296636434968,152.84469207218172,827.2250002191777,32.529173866659036,5.743604491237743,49.42089313123304,8.712167998067523,3.9574980672048237,171.02747086378386,1
1,6,jan,tue,23.956443763208988,267.9184467902305,805.7348558668418,20.368340744881408,24.389189138992766,34.62320901123303,5.340909471280611,1.7371449596691713,278.09497138659805,1
8,2,nov,tue,90.140375552751,54.571440034715714,635.7787982375119,23.95670820578553,16.60716018334059,87.75784787319591,3.4457049487492513,3.9276654211543076,830.6330726927098,1
2,4,may,thu,46.113741368901984,256.7456084991665,641.1989488105368,26.579901541187624,9.235548189745902,86.07444581304576,0.48053416021700057,0.1348685387098263,282.24967376643116,1
8,6,nov,mon,74.91788856545844,185.69540679696115,611.1023880254651,18.85526791337452,26.23912244808109,96.57135265469772,2.3448212507939368,0.37217950368373964,832.4884127100066,1
1,4,may,sun,33.21536968156122,35.691403939436434,177.36980401360077,53.219215631745534,24.64927525287488,90.06277421648271,6.897652818049777,0.9067576382488909,1081.1481610491276,1
5,2,nov,mon,52.79018543503253,14.595277927669471,80.5217855741756,48.22188541307389,14.83607283727528,17.815758033846144,0.7132312867260691,4.9725372886841415,178.11269850557656,1
9,9,nov,sun,92.59602073799405,107.4199271752664,350.459189654615,20.117205643549273,4.783912602833366,77.26668546599781,0.5360432615468312,4.318247411153944,948.7787325503286,1
7,1,mar,thu,91.62507531526124,225.45681738730596,25.923254023841903,9.938552833458477,10.718585613061679,88.1654032123069,1.9248184146411589,3.801249910466145,451.16109136106184,1
7,6,mar,wed,42.67728785867176,104.88804035286192,858.7171198899609,17.060688285677443,8.085691272704146,46.47607840439845,4.608903185756397,1.2786961819827836,820.4024169965002,1
4,2,may,sun,33.29142160633678,204.90457647491456,75.79710830645514,26.416166985722118,4.389228497119355,27.452198573045948,3.306494021258343,6.438093040326131,905.4864660353347,1
7,6,jul,thu,57.73756805758268,44.36029099742405,247.816257888989,49.76013239901634,15.018592493292536,94.8426166834697,1.6047768380629281,4.93617266999006,944.1457594631754,1
6,4,dec,sun,24.22326452961807,41.2641523443934,41.677041925017406,54.214985606276386,29.664608717111356,88.51325222868346,8.880503125542909,5.847897762792052,599.8855414705637,1
1,9,oct,thu,63.83585763969666,183.05735565444982,701.295404623395,3.279618399884307,15.56647197524515,58.169531615575934,7.4261096675656155,5.137594096757203,155.30510920468845,1
8,1,dec,sun,92.91503088041674,288.25857764085424,41.601610653366485,17.291128313132017,21.5942875968748,19.25202565335994,1.796519745652001,2.916591324764782,769.7952005534707,1
8,7,oct,sun,75.41821528480068,240.39104399966507,272.7405484603926,43.49151632690699,17.056637948848188,64.43750169721365,5.7006271688048615,2.1265712123784963,309.28606431679003,1
5,1,may,sat,33.08032867864574,57.29543550612548,385.9558467656176,32.536884245232926,22.289257765257723,58.45219774629537,2.5242301418039004,4.494428369807823,1038.5843085013942,1
9,6,dec,sun,67.71781015922663,77.4695930733565,99.9981182486707,1.7330913056848916,6.764250183914735,33.58493882171372,6.4114296241072815,0.09754015851272396,353.0617672512707,1
2,7,apr,sat,78.75441695863273,282.864175283515,703.3490516007688,1.1322605468992535,24.35946177390616,86.8482262257876,1.0069716048114126,5.377218917378989,204.09628788294492,1
7,4,sep,fri,79.38924787222693,226.14510180671002,490.1519239372135,23.68372593103021,7.912902083758105,76.6510487387792,4.467733544685642,4.222916853350334,809.5587003069287,1
5,6,sep,fri,30.757037560365838,12.82862008747358,335.5503497130748,33.45871242126825,11.443363090949047,64.17874428238117,4.7155380991194,4.834099462866285,430.17662685113885,1
2,3,mar,thu,95.74129803041882,248.2224191992294,717.165242833799,39.722336777089275,13.151713039781015,83.5027266161698,0.9996530166292927,1.2209230345855948,1069.43494146403,1
4,9,dec,sun,76.9823406951785,134.12617676328435,101.38544557089521,2.051125476750715,8.303737022091628,17.248797766873345,8.094886102346516,4.058884905971285,661.3928409321403,1
4,8,feb,tue,29.745503416608102,138.47360498064828,774.6912311850411,4.271588096960707,29.661350877449166,65.05917314472913,8.603816209379199,0.045814351837644485,919.5008712474423,1
2,2,jun,mon,31.722030982114852,70.6714986864354,710.0147493317779,7.1932629814483695,25.24111151182245,33.89620292012536,2.72764840139164,2.6883825676517534,876.548099237901,1
9,8,nov,mon,23.126244636443406,237.0177431242653,519.1821772143096,39.37919978665757,30.878343350200794,88.24433135370099,7.801518736405904,3.450610563102369,739.7388907654822,1
6,6,feb,wed,67.50437534746399,196.40975647543436,127.93307100578365,42.02493884793984,6.466194506075297,90.21796170336776,1.4268763432183484,5.3685993747737,472.13484132495284,1
7,1,oct,thu,40.044283075998635,227.02551842747846,9.430829452704275,19.560629057954273,25.330992367332502,64.9195138066911,8.210930580094308,5.393971487212859,174.8812369733808,1
8,4,jul,mon,90.81601881151646,210.19970348013345,820.0984524155788,28.05774211499078,25.723671657633844,82.9748786978963,2.510607775203785,3.682234693475438,501.09806455410916,1
8,5,apr,mon,53.308664012706,286.1854397665001,816.4580950141777,38.29323833869596,32.39087773743793,75.0467726642284,4.556074705419555,1.9743739606791273,772.5147802994221,1
3,2,jan,fri,44.087270397877774,146.7419383136808,78.1772603729995,16.787708622453344,25.256602556370044,87.07403402837073,5.388501953685327,4.314925216283586,471.61538277880425,1
6,5,oct,fri,59.106964188527726,195.84545087821255,671.0966220183128,1.77648234033793,14.999126264738843,76.69080770003804,1.1700479870097094,4.401679530434439,149.28675881496864,1
8,2,apr,thu,60.062028242758416,226.878153091688,81.30425800233807,21.95553388083104,26.634528377233554,30.56562760877887,1.5076547510611937,0.1576631935927455,299.38860572710007,1
6,7,sep,sun,94.37265462097302,105.07592800328669,469.1168846905362,46.821223891203616,27.167617665156268,46.73493133627083,4.496455179348804,2.7950154131714564,236.08609189388997,1
5,7,mar,wed,36.43029335429246,181.72457421176762,827.6143183319961,42.10541134116386,21.070023066820198,20.327561079141752,7.7495798292585345,0.26810114855412526,1022.9632276815586,1
9,9,feb,fri,87.39734032313727,82.38702061152735,597.4039193413505,19.53530510350777,12.089296980931966,91.29933426690307,2.682875636651838,1.3388977607453574,757.1503918878354,1
2,3,sep,fri,37.92346964982152,254.56968807227332,519.5961663347683,18.820330733793167,21.71834875695659,94.77470655766636,7.267039191108751,2.0888963687025974,448.8904828149424,1
7,5,jan,sat,20.216266368440554,162.33144103202108,309.1252095287626,6.041380163887374,22.69640325235145,23.191273537984813,5.086544344525144,6.244025758935133,456.55024218338383,1
8,8,nov,wed,27.582277121234615,78.64461923197301,93.7672068417893,26.00104369658709,13.96333311673061,35.82898609623507,3.018559977204701,1.168166409725215,570.5404255264947,1
5,7,may,mon,35.92547285659374,299.4498400925451,62.38231953216951,51.78793385843946,25.561644790211314,20.716535477434384,1.869543787203706,0.06627031077278189,234.72126331070953,1
6,1,nov,sat,67.04042426346034,141.14015761055478,317.06937016736765,15.657672739104761,26.68729888471491,35.875664091470554,2.501310262715798,4.422852849972594,75.06845491216743,1
6,7,aug,thu,88.79605408414184,264.40406373612865,41.86931075259735,34.54455881551782,31.542565776205507,58.62470703594285,1.5867835323243482,3.1932044422068318,140.65697590933016,1
9,6,feb,tue,82.42064969899712,162.94411109535056,717.4186867436092,8.159863116531719,19.634388167663225,64.07068693278134,4.574956366787942,0.7733797897441315,310.8993454693522,1
4,9,jul,thu,67.56317666368787,79.46612336645639,758.9584567500868,2.0406182868097487,25.94949562977112,61.473246573879806,0.5072616235500684,5.88512212809444,579.7460193489635,1
8,1,may,mon,41.794223956795804,130.77956482744122,124.66243416146112,21.245347370564907,24.204602317692704,59.93410920193648,4.809987283728932,3.4681997999692857,773.9749853355324,1
6,9,feb,wed,19.42991176173775,16.315213183584753,744.2848059108762,26.948426643445714,16.29934310228809,94.82027274328081,3.212154669739094,1.7563127944329917,929.4001632079917,1
6,2,jul,sat,55.66409300635148,16.768061151540042,325.1355985947154,21.28010428142312,14.395267309930826,77.72541232413377,6.75684055573015,1.4980117533591366,704.4448482178193,1
7,8,aug,tue,90.89408411674233,187.9046584952001,245.0867988156455,44.97672575965595,9.073248784903233,20.61461564933645,4.79814039307585,5.683547372964179,81.41416234131343,1
8,9,mar,mon,64.92988977827702,176.70092112153455,243.0816765481759,7.702362971945829,5.758125030673503,96.51262796440831,3.5892203667003355,5.280253720790531,676.3469532233287,1
9,7,may,fri,64.30439313157278,106.36308109254,77.05295601133852,54.29213964304444,16.202657993289407,18.8798883838825,4.473582999276328,1.45846286679904,287.41978051270644,1
6,4,mar,sat,41.13839674573964,282.51382051052764,642.7335625106111,45.668919117120936,2.1751145745903733,43.751108532185654,8.507771797862281,1.9658381979103758,1082.8459827064135,1
2,5,jan,wed,21.91928205897256,9.03914840700424,195.36715454368323,3.9234341049472015,17.09529120321219,19.779868295738396,8.91941244547912,2.2893338390035636,749.5971229646423,1
8,7,mar,mon,27.344714643451447,32.31308935532931,838.9862970489816,48.75953423455686,5.788764834787676,46.608050345215794,4.42595106794955,4.5741696693467375,11.952082920582674,1
9,1,jun,sat,94.122864422589,224.00297667921922,654.7364183791248,29.04097170873394,32.161085219156035,58.489389276714235,4.5845029492083995,0.7816826633195086,214.4958109201941,1
7,8,aug,sat,89.06551889787087,173.6003690904639,249.32124434725432,6.880189456177762,32.02869029868716,16.396968466316164,7.291455589458334,4.892447361185819,234.36382536836066,1
8,8,sep,tue,75.21051226159364,199.68398117401716,456.5178104785331,31.482024395020233,2.039811055563863,56.88512607552634,6.419374631961347,4.006407814427767,388.5652221598421,1
9,3,aug,sun,90.39794752888156,297.26372953354183,103.47264472540661,21.91892869444185,29.632701852323937,82.90671538242789,5.325678330225763,5.715567465004106,524.2833456623437,1
7,8,may,wed,36.36049485814117,141.08570555851514,409.9615496293921,45.104269651998514,28.826396889690233,18.329394090364083,5.295696614922898,5.249674122848605,694.247550931355,1
8,5,apr,thu,41.1307484897287,211.94230962574574,405.4944013062241,23.78966982469694,19.77975383468048,54.593864292865526,4.905018591881079,2.201600413502016,423.2695511395303,1
6,7,jan,wed,33.20982958274846,41.18167698785166,361.74896291048975,10.355800218715338,16.866053953218795,46.913819904041304,0.6942466893586232,1.7184624008877603,957.3474824836104,1
6,6,sep,wed,41.87055640063652,148.02024184699903,250.31241362765553,35.13386797043002,24.169278368210115,65.74539522427783,7.223839427979214,3.56361000795831,751.4377138046863,1
8,3,aug,sat,63.455458854634806,84.20634036083013,175.5615797359557,3.7594531621415115,12.760884283882017,56.888885735790105,8.107964258289888,2.16306335053774,626.6468989305375,1
4,2,jun,wed,40.74825492031159,236.84588138128248,169.60162169488234,21.061625900712258,22.469016949906255,51.728455644084974,1.0589300000643307,5.402758557692771,788.0131544080156,1
6,3,apr,sat,30.526700825658793,40.00989078709544,645.9426768328543,30.75182091129893,29.686272617519613,48.336209402655484,0.43454357550317746,5.51545161665731,45.74184565012052,1
1,7,aug,wed,56.054765445378614,193.73706883190795,528.8873139590314,39.044415763879655,13.249373027896345,16.065488805908533,1.0699630596611234,2.4891098238646916,1014.2682260140097,1
3,1,may,sat,28.685897393285586,15.911808600351677,580.7911420969997,34.39376097302729,30.33629596010286,79.05213133958634,6.285763667919774,2.4236405711359623,928.1616639439565,1
3,3,mar,mon,63.189748003901684,172.11743593889076,239.98573487400245,10.303393678747232,12.405594279170167,54.890527941955504,6.693736152282188,3.699307843246579,289.9297064908875,1
8,9,jan,sun,85.2019447569395,125.5381945560302,347.9846412584383,43.646776918020585,10.271238493214543,73.38389742321654,5.99338462546903,3.937737297918637,865.704800322806,1
6,3,aug,sat,76.8013299029603,3.103337444991311,102.42098327781368,1.568613223628585,26.88559363680788,47.416568128043615,3.539407332874309,4.950862131839812,428.044875521812,1
8,9,jul,fri,61.568232527706094,121.58589581728654,173.25621011548964,33.74399138305025,5.984279693784863,31.875417197858667,6.151994805783894,1.5448239827038672,399.997806771207,1
2,4,jan,tue,81.04103095234157,155.1727270195843,122.87386221056148,11.293477877816535,16.08907211692805,85.26404629609556,6.095533956366878,4.087415134410084,679.7368125978256,1
2,4,sep,fri,64.81817447126173,296.7692555311063,376.10083642324327,52.6167194817041,10.701371705136719,74.87170399792018,9.184773169749668,2.931790042627344,209.0197902556231,1
2,4,jun,thu,93.01800852277314,265.7272438281117,33.72010842461461,52.31772620693569,27.029312684580724,96.05375754382109,3.400200715126165,5.1725659981076335,791.2959966163156,1
4,2,apr,tue,19.309943296674835,9.511599861000791,125.58881034898637,10.430567613217496,11.118821720312015,63.85866475132431,4.6408834523253635,1.31458130645363,378.4398355262292,1
2,4,may,sun,59.38946954767906,123.12325786489464,575.450074543106,44.665289430581154,23.32461505477425,67.80373322438888,2.074835353451537,6.149214846996596,727.8691744368545,1
7,9,feb,sat,82.65709059162589,102.16696167830926,684.4646924274956,30.46901473393465,16.13064525517484,70.33486898661411,2.21541914813767,6.487520319314347,671.5256666502848,1
7,6,jun,sun,63.85902900885847,143.00072188268533,384.59680076512905,50.20247362598471,7.812451007906965,52.14750585448737,2.467105118683715,0.34463430399009976,875.4354113069985,1
1,6,jan,thu,40.25856825231189,41.88875923210301,663.2848915530462,31.204573139533892,18.188630626642098,41.16994873112556,5.8934244602451455,4.245056252264711,866.7276308150522,1
8,1,feb,thu,22.04468758065094,31.688906771877132,628.3375712889593,23.15632589254083,32.56489561268151,48.049126037403305,1.8026792008371015,5.934423644683429,826.803195644852,1
7,1,jun,fri,55.00763542469681,193.00481299421784,333.6120419615901,39.982573516572955,5.6151826712576085,66.97057653270173,3.489300500257692,5.326517155061724,403.0976145037135,1
5,1,aug,mon,47.84015790778206,29.927397595753547,187.59128912750782,24.322310729297513,12.081280045787233,89.71532961823729,4.304702788195767,1.210279571733139,465.96299063086735,1
9,6,dec,sun,62.91413121180951,3.538137139042057,195.9198442236753,52.06003851636145,5.387183550322256,21.155051643991953,4.18702766726317,0.5616005382949107,641.3037310121257,1
6,5,mar,tue,59.58797956760566,63.923999569465224,639.7055617867924,3.503690269411303,20.961366840197474,31.395516182662455,1.4576513453559534,4.743710264913791,388.33407263261813,1
3,6,sep,tue,81.63718716558017,179.41547658619703,430.22782461211494,41.4409649483716,22.94823939434875,83.22853726931396,9.447138113556022,1.4475662593647298,362.01243737062254,1
4,1,mar,sat,56.032841303621325,208.070429906486,749.974347090335,41.33235215187001,28.060915127994644,22.045157967405686,4.8637959479524,4.609310196141487,921.879336112581,1
1,7,may,fri,39.59948749854608,233.73656791841717,416.8616804385403,37.1589819967198,27.127036302695007,65.27920111515841,6.380356018256767,6.101032151897255,1051.214291746467,1
5,4,aug,sun,25.477960202477025,6.101001833425193,133.26287714226183,31.54331586574845,21.71623827192896,26.93733065861974,5.676023023448472,2.1208880681641653,1025.7374782382276,1
4,6,aug,thu,88.33474999394059,256.26146403799623,236.9237262232317,15.660242943437916,4.542522040300758,72.2742448958607,4.364958218303663,6.123522241999901,900.0150822344848,1
1,8,may,mon,69.44372265423519,121.81876568989767,418.1561427858294,33.40924836521468,21.92247927603787,76.0438286685077,2.7532220691140132,4.312385637295131,993.6744269722674,1
6,3,nov,wed,79.7800256693898,241.08268220968796,796.7951538087016,35.43953730690912,4.841086296021461,46.48193023154778,1.3878034633940792,0.1815873325795187,884.4440854794918,1
8,1,aug,wed,47.311863478324156,265.89012183933454,762.1720340488419,27.896040102673137,32.41825061014002,57.46866767921128,2.806046588249965,4.181689303746577,731.5857618772619,1
9,9,dec,tue,71.37552000320188,103.20455194596668,372.0390535019283,7.800334926776947,32.123395187519236,40.46770691553715,1.8448789915235677,3.4792273504381646,320.00894453753585,1
3,3,feb,sat,25.971999520131977,38.826721632506036,338.14210153930804,35.43280143433292,25.30282537487404,74.09378317736292,1.9851766199900456,3.3057597478308476,262.6237120766824,1
5,3,dec,sun,86.35479790565319,194.6443581970918,385.77695922318776,37.32641704802038,32.80959956576598,25.95334320714429,0.5512920053971904,5.03679845671387,496.87723486860057,1
3,4,mar,fri,66.23276096012779,293.6279039174156,755.7640067856539,32.20706681450113,19.75887101600564,65.24929253959402,7.548070901210172,3.288890490517589,817.0997127568722,1
5,7,sep,sun,85.55386534093564,162.02397708337995,38.01788000618531,48.729025577386764,3.649481498496958,27.696373191602554,6.31216709425715,0.09879853967641139,293.64253344447894,1
2,7,aug,mon,66.14416796903217,225.7355331141789,610.4854135530568,18.202996655563165,19.13167030194612,49.32836608580203,1.2597929823581904,0.6916283457296559,815.8790550269582,1
3,8,may,tue,62.25989297184632,266.953384586412,730.8680995294333,16.552605511693212,2.318478035312193,66.7258205514061,3.456387669757368,0.40377234378567484,680.0355727193847,1
7,1,feb,thu,63.21697299820147,78.56666234083873,31.16892403517061,24.82711979710401,30.19153637787288,18.09395636036841,5.8700894987758545,1.0778154998535778,35.9023815158851,1
2,9,nov,fri,36.7664743397657,65.43973323908224,327.46604108886464,35.957532743605995,3.788889987662719,43.99801404467395,3.91695761379171,5.676431101482643,466.0153319873317,1
3,3,aug,sat,43.69086078647858,297.164812835352,472.01796674928244,30.493413485081014,24.550840552974496,18.951416927949417,4.719471548606066,5.851978843194582,260.7364636134825,1
4,4,jun,tue,57.35872074175981,255.3578593817941,227.31237798172253,30.71713461257114,28.898902817720003,75.24553236427127,9.125890310037025,5.228226708990476,505.2095656301716,1
6,9,jun,sun,23.323632918649338,137.88160616192917,260.7377631619595,3.239586031568904,14.100359361474128,67.92080534459635,3.049512238973285,0.7017822203749534,655.3173233145517,1
1,6,aug,thu,51.410876600352125,43.78265411987234,473.6410937076648,33.12466420178714,14.510807396267573,54.513546533121264,9.303322445456695,3.1108957333738223,217.64537693315754,1
8,2,sep,sat,75.76209605310959,24.949717132700826,37.78471450181554,16.14942503198001,15.02710594745712,48.23085824460913,6.503320770554365,5.7517776725857175,910.4515557038757,1
7,8,apr,wed,46.81563991662472,19.08953550013428,417.1316884544422,29.997300983940242,3.657114985644504,50.8944101125876,6.542457288457571,1.0232603525345565,218.5982359757266,1
7,5,nov,sat,57.20174370487324,69.88289685957149,411.1815745241035,38.6991743177709,24.31350810480964,66.89013558881865,4.749839336286944,5.080291575493084,757.4166223840824,1
7,2,may,mon,21.20884984557393,182.37831084774402,575.7285157540372,43.484252876510034,26.652517025636893,72.92676856078467,8.297380156086465,4.343647295133525,71.9527752375074,1
5,9,jan,wed,95.24841196849593,49.922986241386475,797.6068303591371,54.73737282811785,23.90114489488307,61.36349627518255,3.2326335411707694,4.592459822100643,919.2964787260516,1
6,6,aug,wed,70.45549378265152,100.12642768761384,602.6440252753154,14.357740182376517,20.760307821382096,79.09583298681868,0.5044817846221272,0.7404308625497564,1021.2766263610429,1
8,2,aug,fri,54.74382246373609,249.58681444430627,411.0196505874495,31.30803364942488,3.4084876876630696,44.133118612800175,2.137707268665773,0.718860314613064,994.3655708756262,1
8,7,feb,thu,80.32633729956521,254.79157780118229,448.8631729750426,35.79234210704576,25.193934101428734,16.82125929267704,6.766005177675596,6.284088083459368,951.9870566710088,1
4,7,feb,fri,56.93789837803908,91.31091314108664,193.11787130234708,1.771107553580599,25.263267122108953,97.04955962146703,2.584692566026832,4.586836693420878,507.2298808088317,1
1,9,dec,sat,50.492626338954274,99.3418355837036,836.600491349453,24.50722633028078,11.614377268842487,46.891873511768345,5.205185623880955,3.170945578323809,709.780354923324,1
5,5,jun,fri,89.60242222443055,239.9993505168835,262.0247636002946,35.280551526052534,17.10224980353467,19.565660003014646,3.069702649719574,2.4627761621737294,665.090209770429,1
8,2,sep,sat,52.51969604227144,70.04542454510134,260.63563202566877,4.96035724678836,12.669266276693998,92.59433761634764,6.399688886608085,2.864437326344977,369.1259085678106,1
6,4,sep,sun,72.5183595436244,169.73434369943953,653.5099369224098,12.96898478465074,11.126770115897578,22.092380595421943,4.895424245913031,4.9278992864559,848.3897111751327,1
9,9,aug,tue,68.0809261793516,113.09397471389948,40.31558429042091,44.993631928591306,25.71624332845494,89.54220298341907,5.801922862480774,2.9038209217393094,772.768237686317,1
1,3,jan,sun,53.39308953228395,288.35678049113085,137.4852423651833,30.4405624055048,26.610836853938068,47.708882706287135,4.251193554325202,4.387839783630983,677.672665430661,1
1,7,may,mon,40.41008905580106,134.40821094922836,206.75989454578504,4.916648724654507,32.08233446948959,95.50280248651944,2.930255933736318,0.02523116789410751,793.1022321208558,1
3,3,jun,fri,88.89085150962026,45.34719255882863,705.2952514449306,31.742704579644847,5.975332453913798,63.28979713271274,9.207800832081785,5.916761325159854,915.1299187150389,1
4,5,aug,mon,38.900033630490434,153.95426048007806,397.2356802278928,51.14110959215177,13.24906942123354,78.72503608367239,3.4008010132229862,5.631642837511091,268.9252332984293,1
5,7,nov,sun,40.908742625832666,107.48564323430885,152.38074609781475,39.41036126684627,5.287948639058502,61.05809857612541,3.732390620341679,3.8209733508830652,21.59918029275566,1
5,2,sep,sun,36.70922182575377,188.68048566890724,30.330579640938808,5.4336610733033694,26.879617914489856,80.71048328811962,9.223008451284038,5.876411306571792,409.2210869804043,1
4,8,jun,tue,89.41438346740317,63.85937955583107,524.0716176189579,18.161438284717796,6.393612795626338,31.91896694396768,1.3306963435632082,1.9878271019866225,919.2073682251587,1
8,3,dec,thu,51.12100067051936,180.74811902951333,397.6048040982912,35.24617975292767,29.371134201323994,70.37712966395911,9.215924528505878,6.456531568623278,1051.5483956578107,1
9,9,jan,tue,67.88674560961833,89.35660256462558,269.1782126050186,14.33876971473812,26.775067217693614,31.65385728055791,3.2843322814283686,1.6292177371540404,746.1065458590916,1
5,5,oct,tue,81.03704979041304,76.90095672976346,392.33971797349426,52.670514583423774,14.568214535818669,52.09967181549303,6.635045330060687,3.9503333039967323,56.33829335168835,1
1,5,mar,thu,18.761922533474856,299.5466636495474,594.5461036389485,40.4767868728926,23.09261695147377,31.08870293991982,5.975253533069297,0.3382281786657428,113.8878448459639,1
2,5,mar,mon,33.98977792677793,114.33002879873126,487.9186910278743,34.723643279793876,14.621741823222253,31.63161004629007,7.051569710493342,5.051245882699728,936.2105939563863,1
